ror,lr,lroe,coki,qs,sir
02pk0yz95,0,0,1,0,0
02pk91c23,0,0,0,0,1
02pkshz09,0,0,1,0,0
02pkt3s45,0,0,1,0,0
02pn9ep17,0,0,1,0,0
02pnhcc10,0,0,1,0,0
02pns7e61,0,0,1,0,0
02pnxn245,0,0,1,0,0
02pp7xn25,0,0,1,0,0
02pppmh23,0,0,1,0,0
02prqh017,0,0,1,0,1
02psd3416,0,0,1,0,0
02psd9228,0,0,1,0,1
02pthyn77,0,0,1,0,0
02ptn8z56,0,0,1,0,0
02pttbd79,0,0,1,0,0
02pttbw34,1,1,1,1,1
02pwa4b62,0,0,1,0,0
02pxsrh16,0,0,1,0,0
02pys4392,0,0,1,0,0
02pyw9g57,0,0,1,0,0
02pz16m08,0,0,1,0,0
02pz3nt69,0,0,1,0,0
02pzqs694,0,0,1,0,0
02pzxyp49,0,0,1,0,0
02q070r42,0,0,1,0,0
02q0t9634,0,0,1,0,0
02q1hyx43,0,0,1,0,0
02q1spa57,0,0,1,1,0
02q2d2610,1,1,1,1,0
02q35ve03,0,0,1,0,0
02q3bak66,0,0,1,0,0
02q3cpg22,0,0,1,0,0
02q3q8311,0,0,1,0,0
02q3t9m57,0,0,1,0,0
02q4bdb50,0,0,1,0,0
02q4r4y12,0,0,1,0,0
02q4vjg67,0,0,1,0,0
02q4yjc78,0,0,1,0,0
02q4zda14,0,0,1,0,0
02q58a426,0,0,1,0,0
02q5gkg61,0,0,1,0,0
02q5h6807,0,0,1,0,1
02q5hpt66,0,0,1,0,0
02q5y6156,0,0,1,0,0
02q865m71,0,0,1,0,0
02q8vhr64,0,0,1,0,0
02q963474,0,0,1,0,0
02q9dpj81,0,0,1,0,0
02q9f3a53,0,0,1,0,1
02q9fse63,0,0,1,0,0
02qa6e442,0,0,1,0,0
02qahtf82,0,0,1,0,0
02qbcmz19,0,0,1,0,0
02qbzdk74,1,1,1,0,1
02qch8k63,0,0,1,0,0
02qchbs48,0,0,1,0,0
02qcz1b43,0,0,1,0,0
02qd5e669,0,0,1,0,0
02qdc9985,0,0,1,0,0
02qdtrq21,1,1,1,0,1
02qedp211,0,0,1,0,0
02qeh3c90,0,0,1,0,0
02qeysd40,0,0,1,0,0
02qf2tx24,0,0,1,0,1
02qf7df19,0,0,1,0,1
02qg15b79,0,0,1,0,1
02qgahb88,0,0,1,0,0
02qgw5c67,0,0,1,0,1
02qh3e530,0,0,1,0,0
02qhjtc16,0,0,1,0,1
02qj9qr34,0,0,1,0,0
02qjrjx09,1,1,1,1,1
02qjtnr91,0,0,1,0,0
02qk65b13,0,0,1,0,0
02qkhhn56,1,1,1,1,0
02qma2225,0,0,1,0,0
02qmrr889,0,0,1,0,0
02qn0hf26,0,0,1,0,0
02qn0vb48,0,0,1,0,0
02qn44j35,0,0,1,0,0
02qn6fq95,0,0,1,0,0
02qn6jw83,0,0,1,0,0
02qnf3n86,0,0,1,1,1
02qnnz951,0,0,1,1,1
02qnwnc62,0,0,1,0,0
02qnx8e75,0,0,1,0,0
02qp15436,0,0,1,0,1
02qp25a50,0,0,1,0,1
02qp2hh41,0,0,1,0,1
02qp5ew04,0,0,1,0,0
02qr05d85,0,0,1,0,0
02qr8jq33,0,0,1,0,0
02qrax274,0,0,1,0,0
02qrdc062,0,0,1,0,0
02qrt6d45,0,0,1,0,0
02qrvdj69,0,0,1,0,0
02qs84g94,0,0,1,0,1
02qsepw74,0,0,1,0,0
02qskvh78,1,1,1,1,1
02qsmb048,1,1,1,1,1
02qt0xs84,0,0,1,0,0
02qte9q33,1,1,1,1,1
02qtvee93,1,1,1,1,1
02qw7gq21,0,0,1,0,0
02qwadn23,0,0,1,0,0
02qx7s056,0,0,1,0,0
02qxkhm81,0,0,1,0,1
02qy8xv65,0,0,1,0,0
02qyf5152,1,1,1,1,0
02qynyz82,0,0,1,0,0
02qz3vf90,0,0,1,0,0
02qzfnk68,0,0,1,0,0
02qzs9336,0,0,1,0,0
02qzsgg04,0,0,1,0,0
02qztda51,0,0,1,0,0
02r033j14,0,0,1,0,0
02r0wp596,0,0,1,0,0
02r109517,0,0,1,0,1
02r11sv96,0,0,1,0,0
02r140y61,0,0,1,0,0
02r1dkx80,0,0,1,0,0
02r1xtk47,0,0,1,0,0
02r276210,0,0,1,0,0
02r2k1c68,0,0,1,0,1
02r2qbj91,0,0,1,0,0
02r3nf527,0,0,1,0,0
02r3wcw82,0,0,1,0,0
02r3ym141,0,0,1,0,0
02r4nmf56,0,0,1,0,0
02r52cf76,0,0,1,0,0
02r5cmz65,0,0,1,0,1
02r5q9a81,0,0,1,0,0
02r625m11,0,0,1,0,0
02r6cx512,0,0,1,0,0
02r6k7132,0,0,1,0,0
02r6pfc06,0,0,1,0,1
02r6wnk86,0,0,1,0,0
02r724415,0,0,1,0,0
02r7t0d73,0,0,1,0,0
02r839n55,0,0,1,0,0
02r85r585,0,0,1,0,0
02r91my29,0,0,1,0,1
02r9h1127,0,0,1,0,0
02rb21j89,1,1,1,1,1
02rbemf16,0,0,1,0,0
02rbqkj03,0,0,1,0,0
02rc97e94,1,1,1,1,0
02rcadd38,0,0,1,0,0
02rdhhs90,0,0,1,0,0
02rdhze40,0,0,1,0,0
02re25503,0,0,1,0,0
02re2pw48,0,0,1,0,0
02re32a17,0,0,1,0,0
02reesv50,0,0,1,0,0
02regkz96,0,0,1,0,0
02retg991,0,0,1,0,1
02rey2c02,0,0,1,0,0
02rfbsc53,0,0,1,0,0
02rfxzc53,0,0,1,0,0
02rg1r889,0,0,1,1,1
02rg6ka44,0,0,1,0,0
02rg9ze43,0,0,1,0,0
02rgb2k63,1,1,1,1,0
02rgx8605,0,0,1,0,0
02rh4fw73,0,0,1,0,0
02rhspt79,0,0,1,0,0
02rjhbb08,1,1,1,1,1
02rk7kr02,0,0,1,0,0
02rka3n91,0,0,1,0,1
02rkt9d51,0,0,1,0,0
02rkvz144,1,1,1,1,1
02rm76t37,0,0,1,1,1
02rmd1t30,1,1,1,1,0
02rnb8t27,0,0,1,0,0
02rntm597,0,0,1,0,0
02rp4gd98,0,0,1,0,0
02rq1qj48,0,0,1,0,0
02rqsa469,0,0,1,0,0
02rqvrp93,0,0,1,1,1
02rrbpf42,0,0,1,0,1
02rrha849,0,0,1,0,0
02rrhsz92,0,0,1,0,0
02rrsh045,0,0,1,0,0
02rrx7g18,0,0,1,0,0
02rsbbb97,0,0,1,0,0
02rsbkz45,0,0,1,0,0
02rsjqy82,0,0,1,0,0
02rsnav77,0,0,1,0,0
02rsx0d74,0,0,1,0,0
02rsxaa93,0,0,1,0,0
02rtq1r98,0,0,1,0,0
02rtsfd15,0,0,1,0,0
02rttk866,0,0,1,0,0
02rv28335,0,0,1,0,0
02rv3w387,0,0,1,0,1
02rv57d03,0,0,1,0,0
02rvbpq83,0,0,1,0,0
02rvv6x76,0,0,1,0,0
02rw39616,0,0,1,0,0
02rwycx38,0,0,1,0,0
02rwyg032,0,0,1,0,0
02rx3b187,1,1,1,1,0
02rxa1r38,0,0,1,0,0
02rxc7m23,1,1,1,1,1
02rxn8n18,0,0,1,0,0
02rxpxc98,0,0,1,0,1
02ryfmr77,0,0,1,0,0
02ryrf141,0,0,1,0,1
02rzd6x38,0,0,1,0,0
02rzdts70,0,0,1,0,0
02rzpp332,0,0,1,0,0
02rzqza52,0,0,1,1,0
02rzr3z90,0,0,1,0,0
02rzxtq06,0,0,1,0,0
02rzzjk74,0,0,1,0,0
02s08xt61,0,0,1,0,1
02s1hvj37,0,0,1,0,0
02s1t7068,0,0,1,0,0
02s22e816,0,0,1,0,0
02s232b27,0,0,1,0,0
02s2a9m37,0,0,1,0,0
02s376052,1,1,1,1,0
02s3d7j94,0,0,1,1,1
02s3pgd18,0,0,1,0,0
02s466x84,0,0,1,0,0
02s4gkg68,0,0,1,0,0
02s4nx965,0,0,1,0,0
02s553c57,0,0,1,0,0
02s5cdn70,0,0,1,0,0
02s5d1b23,0,0,1,0,0
02s5jck73,0,0,1,0,0
02s5s5e14,0,0,1,0,0
02s5yma07,0,0,1,0,1
02s6k3f65,1,1,1,1,0
02s6q6726,0,0,1,0,0
02s6w6207,0,0,1,0,0
02s6w8y22,0,0,1,0,0
02s78cg64,0,0,1,0,0
02s7a2f24,0,0,1,0,0
02s7fqp87,0,0,1,0,0
02s82rs08,0,0,1,0,1
02s83b296,0,0,1,0,0
02s89kd69,0,0,1,0,0
02s8rep32,0,0,1,0,0
02s8x5a25,0,0,1,0,0
02s93t850,0,0,1,0,0
02s99ck98,0,0,1,0,0
02s9jxg24,0,0,1,0,0
02sak2w47,0,0,1,0,0
02saqjz85,0,0,1,0,0
02sbj8547,0,0,1,0,0
02sbnnp08,0,0,1,0,0
02sc3r913,1,1,1,1,1
02scgt846,0,0,1,0,0
02scpdz59,0,0,1,0,0
02scqqt19,0,0,1,0,0
02sct0170,0,0,1,0,0
02scvmk68,0,0,1,0,0
02sd77t30,0,0,1,0,0
02sdhsy65,0,0,1,0,0
02sdmkj94,0,0,1,0,0
02se5n791,0,0,1,0,0
02sehzp52,0,0,1,0,1
02sejv728,0,0,1,0,0
02setav13,0,0,1,0,0
02sf5td35,0,0,1,0,0
02sfa0g63,0,0,1,0,0
02sfdnr59,0,0,1,0,0
02sghbs34,0,0,1,0,0
02sghn022,0,0,0,0,1
02sgk6s93,0,0,1,0,0
02sgpe757,0,0,1,0,0
02sgr3228,0,0,1,0,0
02shjm398,0,0,1,0,0
02shm3a27,0,0,1,1,0
02shmve39,0,0,1,0,1
02sj9tq04,0,0,1,0,0
02sjef319,0,0,1,0,0
02sjhqg84,0,0,1,0,0
02sk5qk36,0,0,1,0,0
02skfsw40,0,0,1,0,0
02skkz355,0,0,1,0,0
02sknrf76,0,0,1,0,0
02smd3j38,0,0,1,0,0
02smfhw86,1,1,1,1,0
02smqg134,0,0,1,0,0
02sn5gb64,0,0,1,0,0
02snehe53,0,0,1,0,0
02sp3q482,0,0,1,0,0
02sps0775,0,0,1,0,1
02spway15,0,0,1,0,0
02spzyy34,0,0,0,0,1
02sqfdy44,0,0,1,0,0
02sqgkj21,0,0,1,1,1
02sqk3z62,0,0,1,0,0
02sqp5835,0,0,1,0,0
02sqt9870,0,0,1,0,0
02sr8jt85,0,0,1,0,0
02srty072,0,0,1,0,1
02sscsx71,0,0,1,0,0
02sshz518,0,0,1,0,1
02ssn3c97,0,0,1,0,0
02std5y37,0,0,1,0,0
02stey378,0,0,1,1,0
02stszq80,0,0,1,0,0
02svf5f06,0,0,1,0,0
02svqj611,0,0,1,0,0
02svzjn28,0,0,1,0,1
02sw6yz40,0,0,1,0,1
02swff503,0,0,1,0,0
02syg0q74,1,1,1,0,1
02syyrn67,0,0,1,0,0
02sz42a76,0,0,1,0,0
02sz4p320,0,0,1,0,0
02szqqf11,0,0,0,0,1
02t055680,0,0,1,0,0
02t0k0832,0,0,1,0,0
02t0mhb72,0,0,1,0,0
02t0qr014,0,0,1,1,0
02t110213,0,0,1,0,0
02t1x9x61,0,0,1,0,0
02t274463,1,1,1,1,1
02t2d3c36,0,0,1,0,0
02t2qwf81,1,1,1,1,1
02t359070,0,0,1,0,0
02t36nw30,0,0,1,0,0
02t3bgg27,0,0,1,0,0
02t3h6354,0,0,1,0,0
02t3wzq80,0,0,1,0,0
02t42bb94,0,0,1,0,0
02t4ekc95,1,1,1,0,1
02t54e151,0,0,1,0,0
02t573g91,0,0,1,0,0
02t67p115,0,0,1,0,0
02t6f2351,0,0,1,0,0
02t6gq889,0,0,1,0,0
02t6r9161,0,0,1,0,0
02t6wt791,0,0,1,0,0
02t7y5s37,0,0,1,0,0
02t9b8973,0,0,1,0,0
02t9ezy32,0,0,1,0,0
02t9fsj94,0,0,1,0,1
02tare285,0,0,1,0,1
02tbw3b35,0,0,1,0,0
02tc4et63,0,0,1,0,0
02tc9zr52,0,0,1,0,0
02td5wn81,0,0,1,0,0
02tdf3n85,0,0,1,0,0
02te2cv05,0,0,1,0,0
02te4t940,0,0,1,0,0
02tec3785,0,0,1,0,0
02tefzr61,0,0,1,0,0
02teq1165,1,1,1,1,1
02tgqv590,0,0,1,0,0
02th1pb96,0,0,1,0,0
02th47404,0,0,1,0,0
02tjcpt69,0,0,1,0,0
02tm1xq35,0,0,1,0,0
02tmb4981,0,0,0,0,1
02tme6r37,0,0,1,0,1
02tmeqq57,0,0,1,0,0
02tn5xc56,0,0,1,0,0
02tne2741,0,0,1,0,0
02tphfq59,0,0,1,0,0
02tpk0p14,0,0,1,0,0
02tq8vz07,0,0,1,0,0
02tqmhd47,0,0,1,0,0
02trpe492,0,0,1,0,0
02ts9m233,0,0,1,0,0
02tsdk069,0,0,1,0,0
02tt49y26,0,0,1,0,0
02ttmd632,0,0,1,0,0
02ttsq026,1,1,1,1,0
02tv7db43,0,0,1,0,0
02tvcev59,0,0,1,1,0
02tvdnz86,0,0,1,1,0
02tw58061,0,0,1,0,0
02twggb97,0,0,1,0,1
02twyz205,0,0,1,0,0
02tx4na66,0,0,1,0,1
02txfnf15,1,1,1,0,1
02tyrky19,1,1,1,1,1
02tythz78,0,0,1,0,0
02tyvzz27,0,0,1,0,0
02tzqkh80,0,0,1,0,0
02tzt0b78,1,1,1,1,0
02v07kh10,0,0,1,0,0
02v157r64,0,0,1,0,0
02v1sf687,0,0,1,0,0
02v2g5f10,0,0,1,0,0
02v2sn747,0,0,1,0,0
02v319z25,0,0,1,0,1
02v37gb90,0,0,1,0,0
02v3kkq53,0,0,1,0,0
02v40vz65,0,0,1,0,1
02v423c65,0,0,1,0,0
02v4mmk55,0,0,1,0,0
02v51az37,0,0,1,0,0
02v51f717,1,1,1,1,1
02v5ef260,0,0,1,0,0
02v6aqf52,0,0,1,0,0
02v6f4y51,0,0,1,0,0
02v6fyw83,0,0,1,0,0
02v6kpv12,1,1,1,1,0
02v72sd52,0,0,1,0,0
02v7nqx28,0,0,1,0,0
02v7trd43,0,0,1,0,0
02v806644,0,0,1,0,0
02v80fc35,1,1,1,1,1
02v8d7770,0,0,1,1,1
02v8f6d18,0,0,1,0,0
02v8m8m62,0,0,1,0,0
02v8yp068,0,0,1,0,1
02v91gy68,0,0,1,1,0
02v91zq07,0,0,1,0,0
02v9bqx10,1,1,1,0,0
02v9m6h26,0,0,1,0,0
02vb4k656,0,0,1,0,0
02vb7sj25,0,0,1,0,0
02vbn8n59,0,0,1,0,0
02vbq0s06,0,0,1,0,0
02vbtbv10,0,0,1,0,0
02vbtzd72,0,0,1,0,0
02vde2j43,0,0,1,0,0
02vdfy254,0,0,1,0,0
02vdh2x09,0,0,1,0,0
02vds7q94,0,0,1,0,0
02venxm51,0,0,1,0,0
02vfz9j23,0,0,1,0,0
02vg6t997,0,0,1,0,0
02vg7mz57,1,1,1,0,1
02vg7rh06,0,0,1,0,0
02vgg4e89,0,0,1,0,0
02vh58j74,0,0,1,0,0
02vh85b91,0,0,1,0,0
02vh8a032,1,1,1,1,1
02vhyd254,0,0,1,0,0
02vj1vm13,0,0,1,0,0
02vj4rn06,1,1,1,0,1
02vk0qj37,0,0,1,0,0
02vm5rt34,1,1,1,1,1
02vmcxs72,0,0,1,0,0
02vmnye06,0,0,1,0,0
02vn11j58,0,0,1,0,1
02vn54r74,0,0,1,0,1
02vncvd63,0,0,1,0,0
02vndcn56,0,0,1,0,0
02vnghs48,0,0,1,0,0
02vnjj382,0,0,1,0,0
02vpsdb40,0,0,1,0,0
02vpw2d22,0,0,1,0,0
02vqddp65,0,0,1,0,0
02vrchf15,0,0,1,0,0
02vrd8j29,0,0,1,0,0
02vrpj575,0,0,1,0,0
02vscf791,0,0,1,0,1
02vtemz45,0,0,1,0,0
02vtff553,0,0,1,0,0
02vtjfj13,0,0,1,0,0
02vvmw586,0,0,1,0,0
02vvp2k82,0,0,1,0,0
02vvvm705,0,0,1,0,0
02vw4rj70,0,0,1,0,0
02vwnat91,0,0,1,1,1
02vx41k98,0,0,1,0,0
02vxcq142,0,0,1,0,0
02vzf2422,0,0,1,0,0
02vzx1287,0,0,1,0,0
02w043707,0,0,1,0,1
02w0sqd02,0,0,1,0,0
02w0trx84,1,1,1,1,0
02w0vb190,0,0,1,0,0
02w1g0f30,0,0,1,0,1
02w1kdc51,0,0,1,0,0
02w2y2t16,0,0,1,0,0
02w30qy89,0,0,1,0,0
02w32z542,0,0,1,0,0
02w3gk008,0,0,1,0,1
02w403504,0,0,1,0,0
02w42ss30,1,1,1,1,1
02w4f2z17,0,0,1,0,1
02w4gwv87,0,0,1,0,0
02w4h2853,0,0,1,0,0
02w4p5q74,0,0,1,0,0
02w4tny03,0,0,1,0,1
02w5pxz31,0,0,1,0,0
02w65pw28,0,0,1,0,0
02w6v9q55,0,0,1,0,0
02w7k5y22,0,0,1,0,0
02w7vnb60,0,0,1,0,1
02w8ba206,0,0,1,0,1
02w8ws377,1,1,1,1,1
02w9cdh50,0,0,1,0,0
02wazkc54,0,0,1,0,0
02wb36b75,0,0,1,0,0
02wbgfm85,0,0,1,0,0
02wbhea49,0,0,1,0,0
02wbrth70,0,0,1,0,0
02wbzep73,0,0,1,0,0
02wcpmn42,0,0,1,0,1
02wdfg707,0,0,1,0,0
02wdjwg88,0,0,1,0,0
02we34e32,0,0,1,0,0
02web8j86,0,0,1,0,0
02weg9v26,0,0,1,0,0
02wenm763,0,0,1,0,0
02wf2mv31,0,0,1,0,0
02wfzks91,0,0,1,0,0
02wgnr390,0,0,1,0,0
02wgx3e98,0,0,1,0,1
02whebm50,0,0,1,0,0
02whw1h12,0,0,1,0,0
02wj89n04,0,0,1,1,0
02wjedj15,0,0,1,0,0
02wk2dc91,0,0,1,0,0
02wk2vx54,0,0,1,0,0
02wkcrp04,0,0,1,0,1
02wm03a77,0,0,1,0,0
02wmjtd85,0,0,1,0,0
02wmqzm35,0,0,1,0,0
02wmsc916,1,1,1,1,1
02wn2b621,0,0,1,0,0
02wn5qz54,1,1,1,1,0
02wnaj108,0,0,1,0,1
02wne9d91,0,0,1,0,0
02wnxgj78,1,1,1,1,1
02wp4vw89,0,0,1,0,0
02wpry525,0,0,1,0,0
02wq2gg07,0,0,1,0,0
02wqs2q29,0,0,1,0,0
02ws1xc11,1,1,1,1,1
02ws33e43,0,0,1,0,1
02wsba348,0,0,1,0,1
02wt5sv47,0,0,1,0,0
02wtdws21,0,0,1,0,0
02wtemq51,0,0,1,0,0
02wvjw989,0,0,1,0,0
02wwnew71,0,0,1,0,0
02wwrqj12,0,0,1,0,0
02wwzvj46,1,1,1,1,0
02wxm3f24,0,0,1,0,0
02wxq9k17,0,0,1,0,0
02wxx3e24,0,0,1,0,0
02wyv8x71,0,0,1,0,0
02x1pa065,1,1,1,0,1
02x1vjk79,0,0,1,1,0
02x2aj034,0,0,1,0,0
02x2eem98,0,0,1,0,0
02x2py139,0,0,1,0,0
02x2v6p15,1,1,1,1,1
02x35ep52,0,0,1,0,0
02x3e4q36,1,1,1,1,1
02x3hmg72,0,0,1,0,0
02x3skf39,0,0,1,0,0
02x3ztz93,0,0,1,0,0
02x435584,0,0,1,0,0
02x44xg10,0,0,1,0,0
02x559v43,0,0,1,0,0
02x59s656,0,0,1,0,0
02x5hb316,0,0,1,0,0
02x62qd57,0,0,1,0,0
02x66tk73,0,0,1,1,1
02x6ahj98,0,0,1,0,0
02x6tcp11,0,0,1,0,0
02x73b849,0,0,1,0,1
02x7w2961,0,0,1,0,0
02x80b031,0,0,1,0,1
02x8svs93,1,1,1,1,1
02x91aj62,0,0,1,1,0
02x93ka62,0,0,1,0,0
02x99ac45,1,1,1,0,1
02xag2b27,0,0,1,0,0
02xankh89,1,1,1,1,1
02xawj266,0,0,1,1,1
02xay1410,0,0,1,0,0
02xbhbx68,0,0,1,1,1
02xc21a77,0,0,1,0,0
02xddbh84,0,0,1,0,0
02xdxmh23,0,0,1,0,0
02xdzy536,0,0,1,0,0
02xe1zz23,0,0,1,0,0
02xe2fg84,0,0,1,1,1
02xe5ns62,1,1,1,1,1
02xerpt86,0,0,1,0,0
02xewxa75,0,0,1,0,0
02xf0fd83,0,0,1,0,0
02xf24951,0,0,1,0,0
02xf66n48,1,1,1,1,1
02xf7p935,1,1,1,1,1
02xfp8v59,1,1,1,1,0
02xgxme97,0,0,1,0,0
02xh9a707,0,0,1,0,1
02xh9x144,0,0,1,0,1
02xhk8637,0,0,1,0,0
02xhnzg94,0,0,1,0,1
02xj62754,0,0,1,0,0
02xj89f04,0,0,1,0,0
02xjxgz53,0,0,1,0,0
02xkgba40,0,0,1,0,0
02xm06c56,0,0,1,0,0
02xm1d907,0,0,1,0,0
02xm2e940,0,0,1,0,0
02xm6sp43,0,0,1,0,0
02xmq6r77,0,0,1,0,0
02xn8bh65,0,0,1,0,0
02xpf0x05,0,0,1,0,0
02xpkhc07,0,0,1,0,0
02xqgcz97,0,0,1,0,0
02xqjct79,0,0,1,0,0
02xqkcw08,0,0,1,0,0
02xr3yb07,0,0,1,0,0
02xredb51,0,0,1,0,0
02xrm8562,0,0,1,0,0
02xrpdt68,0,0,1,0,0
02xrw9r68,0,0,1,0,0
02xrwdh93,0,0,1,0,0
02xs3dj23,0,0,1,0,0
02xs6gm19,0,0,1,0,0
02xsgn598,0,0,1,0,0
02xsh5r57,0,0,1,1,1
02xsn7259,0,0,1,0,0
02xstm723,0,0,1,0,0
02xt59385,0,0,1,0,0
02xtwpk10,0,0,1,0,1
02xvvvp28,1,1,1,0,1
02xw8cw23,0,0,1,0,0
02xwcny57,0,0,1,0,0
02xwsbr93,0,0,1,0,0
02xx4jg88,0,0,1,0,1
02xxpjq61,0,0,1,0,0
02xyaf767,0,0,1,0,0
02xyffp85,0,0,1,0,0
02xz41712,0,0,1,0,0
02xzjn598,0,0,1,0,0
02xzytt36,1,1,1,1,0
02y041669,0,0,1,0,0
02y0rxk19,1,1,1,1,1
02y0wc381,0,0,1,0,0
02y18ts25,0,0,1,0,1
02y28sc20,0,0,1,0,1
02y2cxp25,0,0,1,0,0
02y394t43,1,1,1,0,0
02y3ad647,1,1,1,1,1
02y3prs94,0,0,1,0,0
02y535c02,0,0,1,0,0
02y553197,0,0,1,0,1
02y5m7j45,0,0,1,0,0
02y5xdw18,0,0,1,0,0
02y5xdy12,0,0,1,0,0
02y6ewg31,0,0,1,0,0
02y6r1c45,0,0,1,0,0
02y72wh86,1,1,1,1,1
02y7be508,0,0,1,0,0
02y7rck89,0,0,1,0,1
02y7rg150,0,0,1,0,0
02y7zaj23,0,0,1,0,0
02y84bs66,0,0,1,0,0
02y8nb297,0,0,1,0,0
02y9g2b52,0,0,1,0,0
02y9nww90,0,0,1,1,1
02y9xvd02,0,0,1,0,0
02yaq1v87,0,0,1,0,0
02ybb5327,0,0,1,0,0
02yd1yr68,1,1,1,0,0
02yd50j87,0,0,1,0,0
02ydh7m84,0,0,1,0,1
02yec8h85,0,0,1,0,0
02yerkk86,0,0,1,0,0
02yf2ch17,0,0,1,0,0
02yg0nm07,0,0,1,1,0
02ygek028,0,0,1,0,0
02ygfdv70,0,0,1,0,0
02yghbg68,0,0,1,0,1
02ygzhr13,0,0,1,0,0
02yhrrk59,0,0,1,1,1
02yj0p855,1,1,1,0,0
02yj55q56,0,0,1,0,1
02yjrq169,0,0,1,0,0
02ykdz073,0,0,1,0,0
02yke5x89,0,0,1,0,0
02ym2t546,0,0,1,0,0
02ymw8z06,1,1,1,1,0
02yn5by09,0,0,1,0,0
02ynb0474,1,1,1,0,1
02ynbzc81,0,0,1,1,1
02ypa8k59,0,0,1,0,0
02yps9f67,0,0,1,0,0
02ypw0a72,0,0,1,0,0
02ypyf569,0,0,1,0,0
02yqqv993,1,1,1,1,0
02yr3f298,0,0,1,0,0
02yr4wk92,0,0,1,0,0
02yrcbg49,0,0,1,0,0
02yrs2n53,0,0,1,1,1
02ys5x139,0,0,1,0,0
02ys8pq62,0,0,1,0,0
02yt0ry35,0,0,1,0,0
02yta1w47,0,0,1,0,0
02ytfpp52,0,0,1,0,0
02ytfzr55,1,1,1,0,1
02ytn4d59,0,0,1,0,0
02ytxkh27,0,0,1,0,0
02yv7k107,0,0,1,0,0
02yvffa38,0,0,1,0,0
02yvp6477,0,0,1,0,0
02yw59f42,0,0,1,0,0
02ywmkj38,0,0,1,0,0
02yxnh564,1,1,1,0,1
02yy8x990,1,1,1,1,1
02yypjn06,0,0,1,0,0
02yyskm09,0,0,1,0,0
02yyxkw16,0,0,1,0,0
02yz8wm13,0,0,1,0,0
02yzgww51,0,0,1,1,1
02yzsqk70,0,0,1,0,0
02z0cah89,1,1,1,1,1
02z1kxt68,0,0,1,0,0
02z1n9q24,0,0,1,1,1
02z1p6e80,0,0,1,0,0
02z1v3h34,0,0,1,0,0
02z2sk479,0,0,1,0,0
02z310y44,0,0,1,0,0
02z38kp20,0,0,1,0,0
02z3q8x80,0,0,1,0,0
02z40ce29,0,0,1,0,0
02z43xh36,0,0,1,1,1
02z58ft15,0,0,1,0,0
02z5bnb65,0,0,1,0,0
02z5czc07,0,0,1,0,1
02z5xhm28,0,0,1,0,0
02z6whe68,0,0,1,0,0
02z749649,1,1,1,0,1
02z7pfr92,0,0,1,0,0
02z81jf86,0,0,1,0,0
02z88n164,0,0,1,0,0
02z8rzb71,0,0,1,0,0
02z8z1589,0,0,1,0,0
02z9b5492,0,0,1,0,0
02z9t1k38,0,0,1,1,0
02za3fg58,0,0,1,0,0
02zb8tm77,0,0,1,0,0
02zbb2597,1,1,1,0,1
02zbepj77,0,0,1,0,0
02zc5r772,0,0,1,0,0
02zc85170,1,1,1,1,1
02zcjqq51,0,0,1,0,0
02zdnfn05,0,0,1,0,0
02zdz9s16,0,0,1,0,0
02ze37p54,0,0,1,0,0
02zfe4c02,0,0,1,0,0
02zfnv673,0,0,1,0,0
02zfq4z39,0,0,1,0,0
02zhewk16,0,0,1,0,0
02zhqgq86,1,1,1,1,0
02zj71846,0,0,1,0,0
02zjp8848,0,0,1,0,0
02zmaz789,0,0,1,0,0
02zmh8h66,0,0,1,0,0
02zmzxn38,0,0,1,0,0
02znffm54,0,0,1,0,1
02znfhp50,0,0,1,0,0
02zngfv65,0,0,1,0,0
02zp2df93,0,0,1,0,0
02zp6e752,0,0,1,0,0
02zpfcb35,0,0,1,0,0
02zpkjt27,0,0,1,0,0
02zptxe07,0,0,1,0,0
02zpvhb36,0,0,1,0,0
02zpxgh81,0,0,1,0,1
02zq8hg49,0,0,1,0,0
02zr5jr81,0,0,1,0,0
02zr5p933,0,0,1,0,0
02zrdtc90,0,0,1,0,0
02zrtpp84,1,1,1,0,1
02zrvx577,0,0,1,0,0
02zrz7n38,0,0,1,0,0
02zsxwr40,0,0,1,0,0
02zsyt821,1,1,1,0,0
02ztfnz06,0,0,1,0,0
02ztgqr61,0,0,1,0,0
02zvhxb95,0,0,1,0,0
02zvkba47,0,0,1,1,0
02zvm4r30,0,0,1,0,0
02zwhz281,0,0,1,0,0
02zwsc421,0,0,1,0,0
02zww6317,0,0,1,0,0
02zwyfg51,0,0,1,0,0
02zx40v98,0,0,1,1,1
02zxpkz02,0,0,1,0,0
02zy6dj62,0,0,1,0,0
02zyw2q61,0,0,1,0,0
02zzdhn44,0,0,1,0,0
02zzkv309,0,0,1,0,0
0300ggk05,0,0,1,0,0
0300yd604,0,0,1,0,0
030101v90,0,0,1,0,0
030111688,0,0,1,0,0
03016c374,0,0,1,0,0
0302gfc36,0,0,1,0,0
0302jbz39,0,0,1,0,0
03030f487,0,0,1,0,0
03038ad20,0,0,1,0,0
0303y7a51,0,0,1,0,1
0304hq317,1,1,1,1,0
0304t8e63,0,0,1,0,0
0304ty515,0,0,1,0,1
03054hf98,0,0,1,0,0
0305fyb87,0,0,1,0,0
0305nje64,0,0,1,0,0
0305v8773,0,0,1,0,0
03068df82,0,0,1,0,0
