ror,lr,lroe,coki,qs,sir
01crqqh49,0,0,1,0,0
01crvtj80,0,0,1,0,0
01crwkz66,0,0,1,0,0
01crytg85,0,0,1,0,0
01cs0jg44,0,0,1,0,1
01csc7562,0,0,1,0,0
01ctj1b90,0,0,1,1,1
01cv0qm48,0,0,1,0,0
01cv9mb69,0,0,1,0,0
01cvyp776,0,0,1,0,0
01cw0fy64,0,0,1,0,0
01cwbae71,0,0,1,0,1
01cwd8p12,0,0,1,0,1
01cwqb692,0,0,1,0,0
01cx2sj34,0,0,1,0,0
01cx8sm26,0,0,1,0,0
01cxqmw89,1,1,1,1,1
01cy0sz82,0,0,1,0,1
01cyb5v38,0,0,1,0,1
01cyq8n55,0,0,1,0,0
01czqbr06,0,0,1,0,0
01d00rw04,0,0,1,0,0
01d03q474,0,0,1,0,1
01d0bkz51,0,0,1,0,1
01d0jcz74,0,0,1,0,0
01d100w34,0,0,1,0,1
01d171k92,0,0,1,0,0
01d1erx18,0,0,1,0,0
01d1g0t67,0,0,1,0,0
01d1pbg09,0,0,1,0,0
01d1z8s73,0,0,1,0,1
01d2sez20,0,0,1,0,1
01d30w739,0,0,1,0,0
01d357781,0,0,1,0,0
01d3jsk91,0,0,1,0,0
01d3tej48,0,0,1,0,0
01d4n5957,0,0,1,0,0
01d4s2403,0,0,1,0,0
01d4y8v03,0,0,1,0,0
01d5fpx70,0,0,1,0,0
01d5jce07,1,1,1,1,1
01d5zhz86,0,0,1,0,0
01d692d57,0,0,1,0,1
01d6n7b64,0,0,1,0,0
01d6nwa88,0,0,1,0,0
01d6p8r58,0,0,1,0,0
01d6qxv05,0,0,1,0,1
01d763831,0,0,1,0,1
01d7ffm04,0,0,1,0,0
01d81q939,0,0,1,0,0
01d981710,0,0,1,0,0
01d9xyz57,0,0,1,0,0
01da06998,0,0,1,0,0
01dafqj83,0,0,1,0,0
01dan7p53,0,0,1,0,0
01db19a87,0,0,1,0,0
01db6h964,1,1,1,1,1
01dbyc951,0,0,1,0,0
01dcw5w74,1,1,1,0,1
01dd13a92,0,0,1,0,1
01de7ab51,0,0,1,0,0
01de7dx97,0,0,1,0,0
01de7qg49,0,0,1,0,0
01defpn95,0,0,1,1,1
01deq2m43,0,0,1,0,0
01dez0c30,0,0,1,0,0
01dfm1a30,0,0,1,0,0
01dfpjy51,0,0,1,0,0
01dfsmx55,0,0,1,0,0
01dg47b60,1,1,1,1,0
01dgn5344,0,0,1,0,0
01dj05x81,0,0,1,0,0
01dj44198,0,0,1,0,0
01djcs087,0,0,1,0,0
01djkf495,0,0,1,0,0
01dk2f490,0,0,1,0,0
01dk4b453,0,0,1,0,0
01dk89r22,0,0,1,0,0
01dkyny41,0,0,1,0,0
01dkyve95,0,0,1,1,0
01dm2pd27,0,0,1,0,1
01dmaez27,0,0,1,0,0
01dmz5y14,0,0,1,0,0
01dn09e98,0,0,1,0,0
01dn27978,0,0,1,0,1
01dn2ng71,0,0,1,0,0
01dn7gg32,0,0,1,0,0
01dp7jr64,0,0,1,0,0
01dq3qq95,0,0,1,0,0
01dq60k83,1,1,1,1,1
01dr2b756,0,0,1,0,1
01drpwb22,0,0,1,0,1
01drq0835,1,1,1,1,1
01drtms03,0,0,1,0,0
01dsa5866,0,0,1,0,0
01dssfj41,0,0,1,0,0
01dt0bh70,0,0,1,0,0
01dtbtf55,0,0,1,0,0
01dv0vw10,0,0,1,0,0
01dv2a529,0,0,1,0,0
01dv63r93,0,0,1,0,0
01dvabv26,0,0,1,0,0
01dw2vm55,0,0,1,0,1
01dyr7034,0,0,1,0,0
01dywy767,0,0,1,0,0
01dzc7q23,0,0,1,0,0
01dzed356,1,1,1,0,1
01dzjez04,1,1,1,0,0
01dzn5f42,1,1,1,1,0
01dzqrq04,0,0,1,0,0
01e0fj447,0,0,1,0,0
01e0hb698,0,0,1,0,0
01e0ns064,0,0,1,0,0
01e0p8e37,0,0,1,0,0
01e0stw12,0,0,1,0,0
01e0vxt85,0,0,1,0,0
01e249g49,0,0,1,0,0
01e27f781,0,0,1,0,0
01e2adt21,0,0,1,0,0
01e33x915,0,0,1,0,0
01e3m7079,1,1,1,1,1
01e4kx996,0,0,1,0,0
01e4pq504,0,0,1,0,0
01e4rvb54,0,0,1,0,0
01e4tbd96,0,0,1,0,0
01e5ckr65,0,0,1,1,0
01e5mdj42,0,0,1,0,1
01e5pnf26,0,0,1,0,0
01e6gz331,0,0,1,0,0
01e6ksd91,0,0,1,0,0
01e6mcq80,0,0,1,0,0
01e6qks80,1,1,1,1,1
01e70kg07,0,0,1,0,0
01e7csr82,0,0,1,0,0
01e7e7r31,0,0,1,0,0
01e7m5196,0,0,1,0,0
01e7v7w47,1,1,1,1,1
01e8byp18,0,0,1,0,0
01e8ff003,0,0,1,0,1
01e8sd806,0,0,1,0,0
01e8w7w36,0,0,1,0,0
01e94xy17,0,0,1,0,0
01e9gfg41,0,0,1,0,0
01e9rwk10,0,0,1,0,0
01e9y7529,0,0,1,0,0
01eajxh73,0,0,1,0,0
01easw929,1,1,1,1,1
01eav8h49,0,0,1,0,0
01eb5yv70,0,0,1,0,0
01ec0jk73,0,0,1,0,0
01ecnnp60,0,0,1,0,1
01ee0g236,0,0,1,0,1
01ee94y34,0,0,1,0,0
01ee9ar58,1,1,1,1,1
01eedy375,0,0,1,0,1
01eeqzy24,0,0,1,0,0
01eezs655,1,1,1,1,0
01ef0g096,0,0,1,0,0
01efpdp52,0,0,1,0,0
01efqy167,0,0,1,0,0
01efrfk30,0,0,1,0,1
01eg6rs81,0,0,1,0,0
01eg9n443,0,0,1,0,0
01egahc47,0,0,1,0,1
01ehgvm85,0,0,1,0,0
01ej9dk98,1,1,1,1,0
01ejxf797,0,0,1,0,0
01ekw7f87,0,0,1,0,0
01emdt307,0,0,1,0,0
01emtgd92,0,0,1,0,0
01encsj80,0,0,1,1,1
01epn2q93,0,0,1,0,1
01epvyf46,0,0,1,0,0
01epw0x06,0,0,1,0,0
01eqh1863,0,0,1,0,0
01eqwx273,0,0,1,0,0
01eqzn264,0,0,1,0,0
01er75989,0,0,1,0,0
01erb2j90,0,0,1,0,0
01erfz980,0,0,1,0,0
01erhpg17,0,0,1,0,0
01es6dz53,0,0,1,0,0
01esc8r67,0,0,1,0,0
01etbrg32,0,0,1,0,0
01etn5q21,0,0,1,0,0
01etvnv23,0,0,1,0,0
01etz1309,1,1,1,0,1
01ev6gy70,0,0,1,0,0
01evb6z23,0,0,1,0,0
01evzkn27,0,0,1,1,0
01ew38b77,0,0,1,0,0
01ewgyc27,0,0,1,0,0
01ewram45,0,0,1,0,0
01ewxsd47,0,0,1,0,0
01ewyge67,0,0,1,0,0
01exjg943,0,0,1,0,0
01eyjev41,0,0,1,0,0
01ezcv773,0,0,1,1,1
01ezqah87,0,0,1,0,0
01f00fn77,0,0,1,0,0
01f0k6s82,0,0,1,0,0
01f0pjz75,0,0,1,0,0
01f0prq08,0,0,1,0,0
01f0syq13,0,0,1,0,1
01f15r266,0,0,1,0,0
01f1fsr30,0,0,1,0,0
01f1ses45,0,0,1,0,1
01f4dr878,0,0,1,0,0
01f51gm92,0,0,1,0,0
01f5b8367,0,0,1,0,0
01f5p1809,0,0,1,0,0
01f5rdf64,0,0,1,0,1
01f5wp925,0,0,1,0,1
01f5ytq51,1,1,1,1,0
01f60xs15,0,0,1,0,0
01f74x078,0,0,1,0,0
01f78dm33,0,0,1,0,0
01f7yer47,0,0,1,0,1
01f8qvj05,0,0,1,0,1
01f8qyw75,0,0,1,0,0
01f97j659,0,0,1,0,0
01faaaf77,1,1,1,1,0
01favr389,0,0,1,0,1
01fazs130,0,0,1,0,0
01fbgjv04,0,0,1,0,1
01fbwnx94,0,0,1,0,0
01fcvkv23,0,0,1,0,0
01fcvr303,0,0,1,0,0
01fczmh85,0,0,1,0,0
01fd8g905,0,0,1,0,0
01fdvj254,0,0,1,0,0
01fdxwh83,0,0,1,1,0
01fe6f215,0,0,1,0,0
01ff1ev27,0,0,1,0,0
01ff5td15,0,0,1,0,0
01ff74m36,0,0,1,0,1
01ffhnr70,0,0,1,0,0
01fgscm92,0,0,1,0,0
01fh86n78,1,1,1,1,0
01fhm1y42,0,0,1,0,0
01fhw6296,0,0,1,0,0
01fj5gf64,0,0,1,0,0
01fjdq469,0,0,1,0,0
01fjkp854,0,0,1,0,0
01fk80534,0,0,1,0,0
01fkw3y20,0,0,1,0,0
01fkzt617,0,0,1,0,0
01fmc2233,0,0,1,0,1
01fmctt82,0,0,1,0,0
01fmwcn13,0,0,1,0,1
01fmz7t89,0,0,1,0,0
01fnz6z30,0,0,1,0,0
01fpczx89,0,0,1,0,1
01fpnj063,1,1,1,1,1
01fpqqe90,0,0,1,0,0
01fq24p11,0,0,1,0,0
01fqhas03,0,0,1,1,0
01fqx5d30,0,0,1,0,0
01fr0xp26,0,0,1,0,0
01frn9647,0,0,1,1,0
01frp7483,0,0,1,0,1
01fryje29,0,0,1,0,0
01fsptq02,0,0,1,0,0
01fsqt491,0,0,1,0,0
01ft2as73,0,0,1,0,0
01ft5vz71,1,1,1,0,1
01fv1ds98,0,0,1,1,0
01fv8ny24,0,0,1,0,0
01fva0642,0,0,1,0,0
01fvbaw18,1,1,1,1,1
01fvf0d84,0,0,1,0,0
01fw8ag12,0,0,1,0,0
01fwksc03,0,0,1,0,0
01fxdkm29,0,0,1,0,1
01fxqs415,0,0,1,0,0
01fy5k372,0,0,1,0,0
01fyk0v41,0,0,1,0,0
01fyxr563,0,0,1,0,0
01fz7mn40,0,0,1,0,0
01fzsd381,0,0,1,0,0
01g09ef73,0,0,1,0,0
01g0jwx42,0,0,1,0,0
01g0jya04,0,0,1,0,0
01g0n8690,0,0,1,0,0
01g0ns998,0,0,1,0,0
01g0pjd14,0,0,1,0,0
01g0q1j14,0,0,1,0,0
01g0sat63,0,0,1,0,0
01g14tq52,0,0,1,0,0
01g1pe685,0,0,1,0,0
01g2xkw11,0,0,1,0,0
01g325629,0,0,1,0,0
01g37t325,0,0,1,0,0
01g3dya06,0,0,1,0,0
01g3pby21,0,0,1,0,0
01g454487,0,0,1,0,0
01g48s022,0,0,1,0,0
01g4a4162,0,0,1,0,0
01g4rg913,0,0,1,0,0
01g4vtd10,0,0,1,0,0
01g5qva43,0,0,1,0,0
01g5skz36,0,0,1,0,0
01g67by91,0,0,1,0,0
01g6z7557,0,0,1,0,0
01g7fa878,0,0,1,0,0
01g8tqt55,0,0,1,0,0
01g9ekh39,0,0,1,0,0
01g9q1f24,0,0,1,0,0
01g9rp025,0,0,1,0,0
01g9ty582,1,1,1,0,1
01g9vbr38,1,1,1,1,0
01gaavs46,0,0,1,0,0
01gah6w46,0,0,1,0,0
01gah9v52,0,0,1,0,0
01gasft26,0,0,1,0,0
01gaw2478,0,0,1,0,1
01gb8pc70,0,0,1,0,0
01gb99w41,0,0,1,1,0
01gbfax37,1,1,1,0,1
01gbmsc69,0,0,1,0,0
01gcmye25,0,0,1,0,0
01gcnxt20,0,0,1,0,0
01gcwk603,0,0,1,0,0
01gdbf303,0,0,1,0,0
01gdjt538,0,0,1,0,0
01gdpc846,0,0,1,0,0
01ge2tp14,0,0,1,0,0
01ge5zt06,0,0,1,0,0
01gedh423,0,0,1,0,0
01gek1696,0,0,1,0,0
01ggnn306,0,0,1,0,1
01ggzh816,0,0,1,0,0
01gjxh181,0,0,1,0,0
01gk44f56,0,0,1,0,0
01gk55t56,0,0,1,0,0
01gktk238,0,0,1,0,0
01gm0md04,0,0,1,0,0
01gm99y36,0,0,1,0,0
01gmqr298,1,1,1,1,0
01gmrmd93,0,0,1,0,0
01gmyr425,0,0,1,1,0
01gnd8r41,0,0,1,0,0
01gng0007,0,0,1,0,0
01gngef73,0,0,1,0,0
01gnzp994,0,0,1,0,0
01gpyzk95,0,0,1,0,0
01gq10q51,0,0,1,0,0
01gqdjc98,0,0,1,0,0
01gqe3t73,0,0,1,0,1
01gr30f96,0,0,1,0,0
01grm2d66,0,0,1,0,0
01gsr9f55,0,0,1,0,0
01gswfc04,0,0,1,0,0
01gsxb553,0,0,1,0,0
01gsyn886,0,0,1,0,0
01gt7sg63,0,0,1,0,0
01gtgc095,0,0,1,0,0
01gtsrs29,0,0,1,0,0
01gtvs751,0,0,1,1,1
01gw3d370,1,1,1,1,1
01gw91x75,0,0,1,0,0
01gwmqw64,0,0,1,0,0
01gwn6z70,0,0,1,0,0
01gwrbq98,0,0,1,0,0
01gx2kf62,0,0,1,0,0
01gxfn525,0,0,1,0,0
01gyxrk03,1,1,1,0,0
01gz5zx42,0,0,1,0,0
01gzemj61,0,0,1,0,0
01gzkdv90,0,0,1,0,0
01h0ffh48,0,0,1,0,0
01h153k55,0,0,1,0,0
01h1bc022,0,0,1,0,0
01h1szm41,0,0,1,0,0
01h2hg078,0,0,1,0,1
01h2m4f20,0,0,1,0,0
01h2taq97,0,0,1,0,0
01h3fm945,0,0,1,0,1
01h3hm524,0,0,1,0,0
01h3yks88,0,0,1,0,0
01h4bh480,0,0,1,0,0
01h4fxd96,0,0,1,0,1
01h4hqc60,0,0,1,0,0
01h558915,0,0,1,0,0
01h55mk94,0,0,1,0,0
01h62a972,0,0,1,0,0
01h6cr239,0,0,1,0,0
01h6ecw13,0,0,1,0,1
01h6frr69,0,0,1,1,0
01h6pze39,0,0,1,0,0
01h7cca57,0,0,1,0,1
01h7g8502,0,0,1,0,0
01h7hvj14,0,0,1,0,0
01h7vw195,0,0,1,0,0
01h85hm56,0,0,1,0,1
01h8c9041,0,0,1,0,0
01h8pf755,0,0,1,1,0
01h8y6y39,0,0,1,0,1
01h8yp048,0,0,1,0,0
01h9zz434,0,0,1,0,0
01hahmf81,0,0,1,0,0
01hb6tn62,0,0,1,0,0
01hbq4r90,0,0,1,0,0
01hcawk58,0,0,1,0,0
01hcvr073,0,0,1,0,0
01hcx6992,1,1,1,1,0
01hdgge16,0,0,1,0,0
01hdk3d05,0,0,1,0,0
01hdkb925,0,0,1,0,0
01he0tp29,0,0,1,0,0
01he7e113,0,0,1,0,0
01hefnn22,0,0,1,0,0
01hehsy63,0,0,1,0,0
01herdm14,0,0,1,0,0
01hewbk46,0,0,1,0,1
01hf1t666,0,0,1,0,0
01hg31662,0,0,1,0,1
01hgb6e08,0,0,1,0,1
01hgeey64,0,0,1,0,0
01hgg7b81,0,0,1,0,0
01hgj5t98,0,0,1,0,0
01hhbtp58,0,0,1,0,0
01hhf7w52,1,1,1,1,0
01hhj0x41,0,0,1,0,0
01hhnmk90,0,0,1,0,0
01hj51r83,0,0,1,0,0
01hjj5n27,0,0,1,0,0
01hjzeq58,1,1,1,1,1
01hk15q16,0,0,1,0,0
01hk6w656,0,0,1,0,0
01hkc4630,0,0,1,0,0
01hmaf534,0,0,1,0,0
01hmsgz49,0,0,1,0,0
01hn2pk88,0,0,1,0,0
01hnk0667,0,0,1,0,0
01hnnne31,0,0,1,0,0
01hnrbb29,0,0,1,1,0
01hpbbx98,0,0,1,0,0
01hpqfm28,0,0,1,0,1
01hpzjf11,0,0,1,0,0
01hq9q866,0,0,1,0,0
01hqp1g48,0,0,1,0,0
01hr9q823,0,0,1,0,0
01hrt5088,0,0,1,0,0
01hrxxx24,0,0,1,0,0
01hs43g67,0,0,1,0,0
01hssw521,0,0,1,0,0
01ht74751,0,0,1,0,0
01hvx5h04,1,1,1,1,1
01hw93t68,0,0,1,0,0
01hwhm419,0,0,1,0,0
01hx6v225,0,0,1,0,0
01hxaqe16,0,0,1,0,0
01hxc5h53,0,0,1,0,0
01hxtdq06,0,0,1,0,0
01hxy9878,1,1,1,1,1
01hy4qx27,0,0,1,0,1
01hz4v948,1,1,1,1,1
01hzdv945,0,0,1,0,1
01j0ds221,0,0,1,0,0
01j0n2h15,0,0,1,0,0
01j157486,0,0,1,0,0
01j1caa04,0,0,1,0,0
01j1cwt71,0,0,1,0,0
01j1n1798,0,0,1,0,0
01j1n9y37,0,0,1,0,0
01j1np431,0,0,1,0,0
01j1rma10,0,0,1,1,0
01j1wt659,0,0,1,0,0
01j2dwr66,0,0,1,0,0
01j2kd606,0,0,1,0,0
01j2rpy06,0,0,1,0,0
01j33fx63,0,0,1,0,0
01j49yd81,0,0,1,0,0
01j4ba358,0,0,1,0,1
01j4h9t83,0,0,1,0,0
01j4j8g47,0,0,1,0,0
01j4v3x97,1,1,1,1,0
01j56e062,0,0,1,0,0
01j5wgc53,0,0,1,0,0
01j78w442,0,0,1,0,0
01j7nq853,1,1,1,1,0
01j7x7d84,0,0,1,0,0
01j8e0j24,0,0,1,0,1
01j8znm98,0,0,1,0,0
01j903a45,0,0,1,0,1
01j99nc54,0,0,1,1,1
01j9bf827,0,0,1,0,0
01j9f6752,0,0,1,0,0
01j9jcf33,0,0,1,0,0
01j9jq089,0,0,1,0,0
01j9p1r26,1,1,1,1,0
01ja11s84,0,0,1,0,0
01jaaym28,1,1,1,0,1
01jaj8n65,1,1,1,1,1
01jbjw881,0,0,1,0,0
01jc1nc57,0,0,1,0,0
01jc1xp35,0,0,1,0,0
01jc4j574,0,0,1,0,0
01jdd9713,0,0,1,0,0
01jdpyv68,1,1,1,1,0
01jdxxe39,0,0,1,0,0
01jdzvf98,0,0,1,0,0
01jepya76,0,0,1,0,0
01jf74q70,0,0,1,0,0
01jfjwr55,0,0,1,0,0
01jfptw72,0,0,1,0,0
01jfvm310,0,0,1,0,0
01jhpwy79,0,0,1,0,1
01jj16t33,0,0,1,0,0
01jjhfr75,0,0,1,1,0
01jk2zc89,0,0,1,0,1
01jm65960,0,0,1,0,0
01jmd7f74,0,0,1,0,1
01jmr1174,0,0,1,0,0
01jmwd314,0,0,1,0,0
01jmxt844,1,1,1,1,1
01jn0j059,0,0,1,0,0
01jn5wy42,0,0,1,0,0
01jp0tk64,0,0,1,0,0
01jq1mc68,0,0,1,0,0
01jq57122,0,0,1,0,0
01jqc8e14,0,0,1,0,0
01jqked53,0,0,1,0,0
01jr3y717,1,1,1,1,1
01jra8x56,0,0,1,0,0
01jrrs026,0,0,1,0,0
01jrs3715,0,0,1,0,1
01js43d58,0,0,1,0,0
01js4x705,0,0,1,0,0
01js9jv94,0,0,1,0,0
01jsjgv89,0,0,1,0,0
01jsq2704,1,1,1,1,0
01jsr8a33,0,0,1,0,0
01jswq303,0,0,1,0,0
01jt32312,0,0,1,0,0
01jtn9895,0,0,1,0,0
01jtsd542,0,0,1,0,0
01jvdtb95,0,0,1,0,0
01jvqnd16,0,0,1,0,0
01jw0fq74,0,0,1,0,0
01jw2p796,1,1,1,1,1
01jwcme05,0,0,1,0,1
01jwm2188,0,0,1,0,0
01jwwa840,0,0,1,0,0
01jx6h585,0,0,1,0,0
01jxtqc31,0,0,1,0,0
01jxzq227,0,0,1,0,0
01jy46q10,0,0,1,1,0
01jyzgn17,0,0,1,0,0
01jz1cr68,0,0,1,0,0
01jzst437,0,0,1,0,0
01k08ez36,0,0,1,0,0
01k12f283,0,0,1,0,0
01k18gj34,0,0,1,0,0
01k1ffv36,0,0,1,0,0
01k2qqb14,0,0,1,0,0
01k2x9g80,0,0,1,0,0
01k2y1055,0,0,1,1,1
01k2yk558,0,0,1,0,0
01k3cb610,0,0,1,0,0
01k3mbs15,1,1,1,0,0
01k40cz91,0,0,1,0,0
01k410495,0,0,1,0,0
01k44g025,0,0,1,0,1
01k476402,0,0,1,0,0
01k5gt570,0,0,1,0,0
01k5h5v15,0,0,1,0,0
01k5k4m02,0,0,1,0,0
01k6cft19,0,0,1,0,0
01k6gm036,0,0,1,0,0
01k6h2m87,0,0,1,0,0
01k6vaf42,0,0,1,0,0
01k6vxj52,0,0,1,0,0
01k7e4s32,0,0,1,0,0
01k7fr644,0,0,1,0,0
01k7shx94,0,0,1,0,0
01k81gt67,0,0,1,0,0
01k8fm112,0,0,1,0,0
01k8vtd75,1,1,1,1,1
01k8z5j70,0,0,1,0,0
01k97gp34,1,1,1,1,0
01k999n94,0,0,1,0,0
01k9bj230,0,0,1,0,0
01k9bqa11,0,0,1,0,0
01k9xac83,1,1,1,0,1
01ka28180,0,0,1,0,0
01kabe474,0,0,1,0,0
01kaw2b03,0,0,1,0,0
01kbvt179,0,0,1,0,0
01kc9gs57,0,0,1,0,0
01kd65564,1,1,1,1,0
01kdbb633,0,0,1,0,0
01kdeza40,0,0,1,0,0
01kdhhd16,0,0,1,0,0
01kdszv50,0,0,1,0,0
01kdxra28,0,0,1,0,0
01kdzej58,0,0,1,0,1
01keh0577,1,1,1,1,0
01kfq1x58,0,0,1,0,0
01kfqj356,0,0,1,0,0
01kg8sb98,0,0,1,0,0
01kh5gc44,0,0,1,1,0
01khb1c27,0,0,1,0,0
01khe0643,0,0,1,0,0
01khf5d59,0,0,1,0,1
01khmmn16,0,0,1,0,0
01khn0w07,0,0,1,0,1
01khqgw87,0,0,1,0,0
01khwek78,0,0,1,0,0
01khx4a30,0,0,1,1,0
01kj2bm70,1,1,1,1,0
01kj4z117,1,1,1,1,1
01kjvw753,0,0,1,0,0
01kknrc90,0,0,1,1,0
01km1t027,0,0,1,0,0
01km55q65,0,0,1,0,0
01km6p862,1,1,1,1,1
01kmmtp84,0,0,1,0,0
01kn7bc28,0,0,1,0,0
01kn8x502,0,0,1,0,0
01knv0402,1,1,1,0,1
01kpzv902,1,1,1,1,1
01kq0pv72,1,1,1,1,1
01kq1we52,0,0,1,0,0
01kqyam71,0,0,1,0,0
01kr7aq59,0,0,1,0,0
01krpyz50,0,0,1,0,0
01ks6fw71,0,0,1,0,0
01kt2cx88,0,0,1,0,0
01kt71615,0,0,1,0,1
01ktt4j08,0,0,1,0,0
01ktt8y73,0,0,1,0,1
01ktxpf34,0,0,1,0,0
01kv0ya56,0,0,1,0,0
01kw1gj07,0,0,1,0,1
01kw6bd80,0,0,1,0,0
01kwgrb31,0,0,1,0,0
01kx1an46,0,0,1,0,0
01kxpxf76,0,0,1,0,0
01ky9e908,0,0,1,0,0
01kyajw84,0,0,1,0,0
01kyyzm82,0,0,1,0,0
01kz6he51,0,0,1,0,0
01kzgyz42,0,0,1,0,1
01kzjg088,0,0,1,0,1
01kzjzn40,0,0,1,0,0
01kzn7k21,0,0,1,1,0
01m006041,0,0,1,0,0
01m1s6313,0,0,1,0,0
01m1y7668,0,0,1,0,0
01m20f643,0,0,1,0,1
01m28kg79,0,0,1,0,1
01m296r74,0,0,1,0,0
01m2h6984,0,0,1,0,0
01m343c98,0,0,1,0,0
01m39r121,0,0,1,0,0
01m3rmj58,0,0,1,0,0
01m4gt983,0,0,1,0,0
01m54ds80,0,0,1,0,0
01m58xt27,0,0,1,0,0
01m59r132,1,1,1,0,1
01m67jf71,0,0,1,0,0
01m6ap410,0,0,1,0,0
01m7pan94,0,0,1,0,0
01m84dy33,0,0,1,0,0
01m84wm78,0,0,1,1,0
01m8gvd94,0,0,1,0,0
01m8p7q42,1,1,1,0,1
01m91v580,0,0,1,0,0
01ma17032,0,0,1,1,1
01mc04w21,0,0,1,0,0
01mc1cc12,0,0,1,0,0
01mcrnj60,1,1,1,1,1
01mdm1v36,0,0,1,0,0
01mdqeh78,0,0,1,0,0
01me6gb93,1,1,1,1,1
01mebf576,0,0,1,0,0
01mema083,0,0,1,0,0
01mgaqp12,0,0,1,0,0
01mh12h63,0,0,1,0,0
01mh5ph17,1,1,1,1,1
01mhgwt57,0,0,1,0,0
01mhm6x57,0,0,1,0,0
01mj1ap13,0,0,1,0,0
01mjqan41,0,0,1,0,0
01mjr8a07,0,0,1,0,0
01mk88r89,0,0,1,0,0
01mkm2y61,0,0,1,0,0
01mkqqe32,1,1,1,1,1
01mksg519,0,0,1,0,0
01mm16571,0,0,1,0,0
01mm32049,0,0,1,0,0
01mmcf932,0,0,1,0,0
01mn7k054,0,0,1,0,0
01mpngw81,0,0,1,0,0
01mpwwe68,0,0,1,0,0
01mqvjv41,0,0,1,0,1
01mrfdz82,0,0,1,1,0
01mrkb883,0,0,1,0,1
01mrvbd33,0,0,1,0,1
01ms51d52,0,0,1,0,0
01mt0cc57,0,0,1,0,0
01mtcc283,0,0,1,1,0
01mtkd993,0,0,1,0,0
01mv04x52,0,0,1,0,0
01mw24p94,0,0,1,0,0
01mwmfm08,0,0,1,0,0
01mx1hz05,0,0,1,0,0
01mx9t266,0,0,1,0,0
01mxcr651,0,0,1,0,0
01mxm0y17,0,0,1,0,0
01mxmpy39,0,0,1,0,1
01mxx0e62,0,0,1,0,0
01my2ss20,0,0,1,0,0
01mymm084,0,0,1,0,0
01myrq118,0,0,1,0,0
01mys8c02,0,0,1,0,0
01myxx963,0,0,1,0,0
01mz1bm43,0,0,1,0,0
01n002310,0,0,1,0,0
01n006s45,0,0,1,0,0
01n09qc98,0,0,1,0,0
01n15vy71,0,0,1,0,1
01n18pd19,0,0,1,0,0
01n1q0h77,0,0,1,1,1
01n2bd587,0,0,1,0,1
01n2t3x97,0,0,1,0,1
01n3nvq33,0,0,1,0,0
01n3s4692,1,1,1,0,1
01n4hzf84,0,0,1,0,0
01n51v443,0,0,1,0,0
01n5xv175,0,0,1,0,0
01n673471,0,0,1,0,0
01n6wkv11,0,0,1,0,0
01n7ngw29,0,0,1,0,0
01n7wbg90,0,0,1,0,0
01n7wr636,0,0,1,0,0
01n7x9n08,1,1,1,0,1
01n80c364,0,0,1,0,0
01n83er02,0,0,1,0,1
01n8adr31,0,0,1,0,0
01n8ry083,0,0,1,0,0
01n8x4993,0,0,1,0,0
01n92vv28,0,0,1,0,1
01n9zy652,0,0,1,0,1
01nag1a70,0,0,1,0,0
01naq7912,0,0,1,0,0
01nb01b94,0,0,1,0,0
01nbps758,0,0,1,0,0
01nc8zs04,0,0,1,0,1
01nckkm68,0,0,1,1,1
01ndzg854,0,0,1,0,0
01nfeyj87,0,0,1,0,0
01nffqt88,1,1,1,1,1
01nfmeh72,1,1,1,1,1
01ng2wp34,0,0,1,0,0
01ngb3r97,0,0,1,0,0
01ngjj893,0,0,1,0,0
01ngnm118,0,0,1,0,1
01nh53a98,0,0,1,0,0
01njgag08,0,0,1,0,0
01njzma31,0,0,1,0,0
01nk4hm61,0,0,1,0,0
01nkhmn89,0,0,1,0,1
01nksas32,0,0,1,0,0
01nky7652,0,0,1,0,1
01nm0nj94,0,0,1,0,0
01nm0pb19,0,0,1,0,0
01nm14c30,0,0,1,0,0
01nm4t960,0,0,1,0,0
01nn35n25,0,0,1,0,0
01nnak423,0,0,1,0,0
01nnh1n81,0,0,1,0,0
01npab275,0,0,1,0,0
01npf0s58,0,0,1,1,1
01nqk4x38,0,0,1,0,0
01nrcgn98,0,0,1,0,0
01nrcma38,0,0,1,0,0
01nrk6j30,0,0,1,0,0
01nrsdg41,0,0,1,0,0
01nrxwf90,1,1,1,1,0
01nsn0t21,0,0,1,0,0
01nssdz50,0,0,1,0,0
01nsv4k44,0,0,1,0,0
01ntwgd63,0,0,1,0,0
01ntx4j68,0,0,1,0,1
01nvdnb36,0,0,1,0,0
01nvm2856,0,0,1,0,0
01nvnhx40,0,0,1,0,0
01nw25822,0,0,1,0,0
01nwfnh39,0,0,1,0,0
01nwz9n42,0,0,1,0,0
01nxc2t48,0,0,1,1,1
01nxdaw82,0,0,1,0,0
01nxen694,0,0,1,0,0
01nxjpd08,0,0,1,0,1
01nxyxz54,0,0,1,0,0
01nyv7k26,0,0,1,0,1
01nywkf82,0,0,1,0,0
01nzgtr23,0,0,1,0,0
01nzz9r98,0,0,1,0,0
01p07y544,0,0,1,0,0
01p0ttv97,0,0,1,0,0
01p18bt48,0,0,1,0,0
01p2bvc62,0,0,1,0,0
01p2ej961,0,0,1,0,0
01p37he69,0,0,1,0,0
01p3ehe02,0,0,1,0,0
01p3k4288,0,0,1,0,0
01p3rp369,0,0,1,0,0
01p3wmk50,0,0,1,0,0
01p455v08,1,1,1,0,1
