ror,region,lr,lroe,coki,qs,sir
01dt1nn03,Americas,0,0,1,0,0
01dt7qh15,Europe,0,0,1,0,0
01dt8cc51,Europe,0,0,1,0,0
01dta2x54,Europe,0,0,1,0,0
01dtadb22,Americas,0,0,1,0,0
01dtas649,Europe,0,0,1,0,0
01dtbtf55,Asia,0,0,1,0,0
01dtmk575,Americas,0,0,1,0,0
01dtp6p75,Asia,0,0,1,0,0
01dtyv127,Europe,0,0,1,0,0
01dv0vw10,Asia,0,0,1,0,0
01dv2a529,Europe,0,0,1,0,0
01dv3hq14,Europe,0,0,1,0,0
01dv63r93,Americas,0,0,1,0,0
01dvabv26,Asia,0,0,1,0,0
01dvc8750,Americas,0,0,1,0,0
01dvgzr53,Americas,0,0,1,0,0
01dvjey82,Oceania,0,0,1,0,0
01dvp8b67,Americas,0,0,1,0,0
01dvqbe93,Americas,0,0,1,0,0
01dw0ab98,Asia,0,0,1,0,0
01dw2vm55,Asia,0,0,1,0,1
01dwc1797,Europe,0,0,1,0,0
01dwh3q17,Americas,0,0,1,0,0
01dwm7q20,Americas,0,0,1,0,0
01dwnnm75,Asia,0,0,1,0,0
01dwpbz64,Europe,0,0,1,0,0
01dwpz371,Europe,0,0,1,0,0
01dwyxv59,Europe,0,0,1,0,0
01dwzy755,Europe,0,0,1,0,0
01dx1mr58,Europe,0,0,1,0,0
01dx2f060,Europe,0,0,1,0,0
01dx39x96,Europe,0,0,1,0,0
01dxbn742,Europe,0,0,1,0,0
01dxm2p72,Europe,0,0,1,0,0
01dxqkr82,Europe,0,0,1,0,0
01dy2q607,Europe,0,0,1,0,0
01dy84y11,Europe,0,0,1,0,0
01dyffq73,Americas,0,0,1,0,0
01dyphc41,Americas,0,0,1,0,0
01dyr7034,Asia,0,0,1,0,0
01dyrk434,Americas,0,0,1,0,0
01dyrtb20,Americas,0,0,1,0,0
01dywy767,Americas,0,0,1,0,0
01dz5cg19,Europe,0,0,1,0,0
01dz8hz75,Americas,0,0,1,0,0
01dzc7q23,Americas,0,0,1,0,0
01dzdzt70,Europe,0,0,1,0,0
01dzed356,Asia,1,1,1,0,1
01dzgwk87,Americas,0,0,1,0,0
01dzjez04,Asia,1,1,1,0,0
01dzn5f42,Asia,1,1,1,1,0
01dzpsy49,Asia,0,0,1,0,0
01dzqrq04,Americas,0,0,1,0,0
01dzyb381,Asia,0,0,1,0,0
01e00z659,Americas,0,0,1,0,0
01e01nd60,Americas,0,0,1,0,0
01e0c9e09,Americas,0,0,1,0,0
01e0dz978,Americas,0,0,1,0,0
01e0e7p47,Americas,0,0,1,0,0
01e0fj447,Asia,0,0,1,0,0
01e0hb698,Asia,0,0,1,0,0
01e0hcx30,Asia,0,0,1,0,0
01e0n5141,Europe,0,0,1,0,0
01e0ns064,Asia,0,0,1,0,0
01e0nt744,Asia,0,0,1,0,0
01e0p8e37,Asia,0,0,1,0,0
01e0qt032,Europe,0,0,1,0,0
01e0stw12,Europe,0,0,1,0,0
01e0vxt85,Americas,0,0,1,0,0
01e11zd27,Europe,0,0,1,0,0
01e154458,Europe,0,0,1,0,0
01e17d143,Europe,0,0,1,0,0
01e17wh10,Asia,0,0,1,0,0
01e1f1387,Europe,0,0,1,0,0
01e249g49,Americas,0,0,1,0,0
01e27f781,Europe,0,0,1,0,0
01e2a5576,Americas,0,0,1,0,0
01e2adt21,Europe,0,0,1,0,0
01e2avb80,Americas,0,0,1,0,0
01e2b1f74,Americas,0,0,1,0,0
01e2dpk50,Asia,0,0,1,0,0
01e2k1j30,Americas,0,0,1,0,0
01e2m0794,Asia,0,0,1,0,0
01e2q0308,Europe,0,0,1,0,0
01e2spe61,Europe,0,0,1,0,0
01e2ynf23,Oceania,0,0,1,0,0
01e310919,Oceania,0,0,1,0,0
01e320272,Europe,0,0,1,0,0
01e33x915,Americas,0,0,1,0,0
01e36dv41,Americas,0,0,1,0,0
01e399z24,Oceania,0,0,1,0,0
01e3a4n81,Americas,0,0,1,0,0
01e3cnp62,Americas,0,0,1,0,0
01e3hnz98,Americas,0,0,1,0,0
01e3jga91,Americas,0,0,1,0,0
01e3m7079,Americas,1,1,1,1,1
01e3mhx02,Asia,0,0,1,0,0
01e3ztx72,Americas,0,0,1,0,0
01e41cf67,Americas,0,0,1,0,1
01e473h50,Europe,0,0,1,0,0
01e47qp55,Americas,0,0,1,0,0
01e49td52,Americas,0,0,1,0,0
01e4byj08,Americas,0,0,1,0,0
01e4kx996,Europe,0,0,1,0,0
01e4pq116,Europe,0,0,1,0,0
01e4pq504,Americas,0,0,1,0,0
01e4rvb54,Asia,0,0,1,0,0
01e4tbd96,Asia,0,0,1,0,0
01e4tdn74,Africa,0,0,1,0,0
01e4w2966,Oceania,0,0,1,0,0
01e4wd589,Europe,0,0,1,0,0
01e55bn36,Americas,0,0,1,0,0
01e57nb43,Europe,0,0,1,0,1
01e59yk92,Europe,0,0,1,0,0
01e5ckr65,Europe,0,0,1,1,0
01e5mdj42,Americas,0,0,1,0,1
01e5pnf26,Europe,0,0,1,0,0
01e5t7e46,Americas,0,0,1,0,0
01e5x8t10,Oceania,0,0,1,0,0
01e69j385,Europe,0,0,1,0,0
01e6deg73,Africa,0,0,1,0,0
01e6gz331,Asia,0,0,1,0,0
01e6j9276,Americas,0,0,1,0,0
01e6ksd91,Europe,0,0,1,0,0
01e6mcq80,Asia,0,0,1,0,0
01e6msy72,Europe,0,0,1,0,0
01e6qks80,Americas,1,1,1,1,1
01e70kg07,Asia,0,0,1,0,0
01e70mw69,Asia,0,0,1,0,1
01e73dz52,Americas,0,0,1,0,0
01e7csr82,Asia,0,0,1,0,0
01e7e7r31,Asia,0,0,1,0,0
01e7kxc55,Europe,0,0,1,0,0
01e7m5196,Asia,0,0,1,0,0
01e7v7w47,Asia,1,1,1,1,1
01e7wth34,Europe,0,0,1,0,0
01e87ch81,Americas,0,0,1,0,0
01e8byp18,Asia,0,0,1,0,0
01e8d4510,Europe,0,0,1,0,0
01e8etd40,Europe,0,0,1,0,0
01e8ff003,Asia,0,0,1,0,1
01e8hcf19,Americas,0,0,1,0,0
01e8kn913,Europe,0,0,1,0,0
01e8kye07,Europe,0,0,1,0,0
01e8py533,Africa,0,0,1,0,0
01e8sd806,Asia,0,0,1,0,0
01e8tvg28,Europe,0,0,1,0,0
01e8w7w36,Americas,0,0,1,0,0
01e92na05,Europe,0,0,1,0,0
01e94xy17,Americas,0,0,1,0,0
01e99ef13,Asia,0,0,1,0,0
01e99h158,Europe,0,0,1,0,0
01e9g9p17,Europe,0,0,1,0,0
01e9gfg41,Americas,0,0,1,0,0
01e9rwk10,Europe,0,0,1,0,0
01e9y7529,Africa,0,0,1,0,0
01ea4na26,Europe,0,0,1,0,0
01eaav933,Europe,0,0,1,0,0
01eadrh05,Americas,0,0,1,0,0
01eag6b04,Europe,0,0,1,0,0
01eajxh73,Europe,0,0,1,0,0
01earvv39,Europe,0,0,1,0,0
01eas9a07,Europe,0,0,1,0,0
01easw929,Asia,1,1,1,1,1
01eav8h49,Europe,0,0,1,0,0
01eb3qa50,Europe,0,0,1,0,0
01eb5yv70,Asia,0,0,1,0,0
01eb6s760,Americas,0,0,1,0,0
01eb88c92,Americas,0,0,1,0,0
01eb8ek77,Americas,0,0,1,0,0
01eb9tc45,Europe,0,0,1,0,0
01ebjwm20,Europe,0,0,1,0,0
01ec0jk73,Africa,0,0,1,0,0
01ec7fw73,Europe,0,0,1,0,0
01ec7xj20,Asia,0,0,1,0,0
01ecnnp60,Americas,0,0,1,0,1
01ecwsw76,Asia,0,0,1,0,0
01ecxmq21,Americas,0,0,1,0,0
01ed3w678,Americas,0,0,1,0,0
01ed4t417,Europe,0,0,1,0,0
01eda7a75,Asia,0,0,1,0,0
01ede0v48,Americas,0,0,1,0,0
01edhwb26,Africa,0,0,1,0,0
01edrm178,Asia,0,0,1,0,0
01ee0g236,Americas,0,0,1,0,1
01ee26j42,Europe,0,0,1,0,0
01ee94y34,Africa,0,0,1,0,0
01ee9ar58,Europe,1,1,1,1,1
01eea1w69,Europe,0,0,1,0,0
01eedy375,Americas,0,0,1,0,1
01eeehv22,Americas,0,0,1,0,0
01eem7c55,Europe,0,0,1,0,1
01eeqzy24,Europe,0,0,1,0,0
01eevfr57,Asia,0,0,1,0,0
01eezs655,Europe,1,1,1,1,0
01ef0g096,Americas,0,0,1,0,0
01ef25a22,Asia,0,0,1,0,0
01ef4as46,Europe,0,0,1,0,0
01eff5662,Asia,0,0,1,0,0
01efj0y81,Oceania,0,0,1,0,0
01efpdp52,Americas,0,0,1,0,0
01efqy167,Asia,0,0,1,0,0
01efrfk30,Americas,0,0,1,0,1
01efwd504,Asia,0,0,1,0,0
01efzmh71,Americas,0,0,1,0,0
01eg6rs81,Americas,0,0,1,0,0
01eg9n443,Europe,0,0,1,0,0
01egahc47,Europe,0,0,1,0,1
01egb4878,Asia,0,0,1,0,0
01egbmk61,Europe,0,0,1,0,0
01egdsz94,Americas,0,0,1,0,0
01egf3y42,Europe,0,0,1,0,0
01egfqj98,Asia,0,0,1,0,0
01eggt963,Europe,0,0,1,0,0
01egmr022,Asia,0,0,1,0,0
01egnsq83,Europe,0,0,1,0,0
01egwg173,Europe,0,0,1,0,1
01eh42f79,Europe,0,0,1,0,0
01ehe5s81,Europe,0,0,1,0,1
01ehgvm85,Europe,0,0,1,0,0
01ehh4g09,Americas,0,0,1,0,0
01ehyh486,Europe,0,0,1,0,0
01ej30k87,Europe,0,0,1,0,0
01ej92a17,Europe,0,0,1,0,0
01ej9dk98,Oceania,1,1,1,1,0
01ejfgc23,Africa,0,0,1,0,0
01ejgx395,Asia,0,0,1,0,0
01ejp3f31,Europe,0,0,1,0,0
01ejxf797,Africa,0,0,1,0,0
01ek0ym72,Europe,0,0,1,0,0
01ek5c080,Americas,0,0,1,0,0
01ek73717,Americas,0,0,1,0,0
01ekg2j77,Americas,0,0,1,0,0
01ekk8h85,Europe,0,0,1,0,0
01eksj726,Asia,0,0,1,0,0
01ekw7f87,Europe,0,0,1,0,0
01em2mv62,Asia,0,0,1,0,0
01emd7z98,Asia,0,0,1,0,0
01emdt307,Africa,0,0,1,0,0
01emnh554,Asia,0,0,1,0,0
01emtgd92,Americas,0,0,1,0,0
01emxrg90,Europe,0,0,1,0,0
01en4s460,Americas,0,0,1,0,0
01encsj80,Africa,0,0,1,1,1
01engnx74,Europe,0,0,1,0,0
01ep09b46,Americas,0,0,1,0,0
01ep0vp31,Europe,0,0,1,0,0
01ep18d71,Europe,0,0,1,0,0
01ep6qy98,Americas,0,0,1,0,0
01ep8zz70,Europe,0,0,1,0,0
01epcny94,Oceania,0,0,1,0,0
01epn2q93,Americas,0,0,1,0,1
01epvyf46,Americas,0,0,1,0,0
01epw0x06,Asia,0,0,1,0,0
01epym565,Europe,0,0,1,0,0
01eq10738,Asia,0,0,1,0,1
01eq8c489,Asia,0,0,1,0,0
01eqh1863,Asia,0,0,1,0,0
01eqjmz45,Asia,0,0,1,0,0
01eqqdz04,Asia,0,0,1,0,0
01eqrs044,Americas,0,0,1,0,0
01eqtac57,Americas,0,0,1,0,0
01eqvd516,Europe,0,0,1,0,0
01eqwx273,Asia,0,0,1,0,0
01eqy8607,Europe,0,0,1,0,0
01eqzn264,Americas,0,0,1,0,0
01er75989,Americas,0,0,1,0,0
01erb2j90,Asia,0,0,1,0,0
01erc2q10,Asia,0,0,1,0,0
01ereaj97,Europe,0,0,1,0,0
01erfz980,Europe,0,0,1,0,0
01erhpg17,Africa,0,0,1,0,0
01erkrz38,Asia,0,0,1,0,0
01erm0d03,Asia,0,0,1,0,0
01es6dz53,Americas,0,0,1,0,0
01esc3z41,Americas,0,0,1,0,0
01esc8r67,Europe,0,0,1,0,0
01esghr10,Americas,0,0,1,0,1
01eskr961,Asia,0,0,1,0,0
01espdw89,Asia,0,0,1,0,1
01estnb82,Asia,0,0,1,0,0
01et00j38,Americas,0,0,1,0,0
01et6g203,Europe,0,0,1,0,0
01etbrg32,Asia,0,0,1,0,0
01etfxm56,Asia,0,0,1,0,0
01etn5q21,Asia,0,0,1,0,0
01ett0051,Europe,0,0,1,0,0
01etvnv23,Europe,0,0,1,0,0
01etz1309,Asia,1,1,1,0,1
01ev5nj79,Americas,0,0,1,0,0
01ev6a639,Americas,0,0,1,0,0
01ev6gy70,Europe,0,0,1,0,0
01ev8n617,Americas,0,0,1,0,0
01evb6z23,Americas,0,0,1,0,0
01evwfd48,Europe,0,0,1,0,0
01evwk382,Americas,0,0,1,0,0
01evzkn27,Americas,0,0,1,1,0
01ew07e68,Africa,0,0,1,0,0
01ew11x49,Asia,0,0,1,0,0
01ew37b76,Oceania,0,0,1,0,0
01ew38b77,Europe,0,0,1,0,0
01ew49p77,Americas,0,0,1,0,0
01ew95g57,Europe,0,0,1,0,0
01ewgyc27,Europe,0,0,1,0,0
01ewh7m12,Americas,0,0,1,0,0
01ewp8233,Asia,0,0,1,0,0
01ewram45,Europe,0,0,1,0,0
01ewxsd47,Europe,0,0,1,0,0
01ewyge67,Americas,0,0,1,0,0
01ex21125,Oceania,0,0,1,0,0
01ex7e298,Europe,0,0,1,0,0
01exahc70,Europe,0,0,1,0,0
01exgks31,Africa,0,0,1,0,0
01exjg943,Asia,0,0,1,0,0
01exnk557,Europe,0,0,1,0,0
01extmz43,Europe,0,0,1,0,0
01ey0me92,Europe,0,0,1,0,0
01ey7we33,Asia,0,0,1,0,0
01eyb5f38,Americas,0,0,1,0,0
01eycqy43,Americas,0,0,1,0,0
01eyenr26,Americas,0,0,1,0,0
01eyjev41,Americas,0,0,1,0,0
01eywxa39,Americas,0,0,1,0,0
01ez37r05,Asia,0,0,1,0,0
01ezcv773,Europe,0,0,1,1,1
01ezk0q28,Europe,0,0,1,0,0
01ezq2j76,Europe,0,0,1,0,0
01ezqah87,Asia,0,0,1,0,0
01ezw9n40,Europe,0,0,1,0,0
01ezxj338,Oceania,0,0,1,0,0
01f00fn77,Americas,0,0,1,0,0
01f01fm15,Europe,0,0,1,0,0
01f02ww36,Europe,0,0,1,0,0
01f091k66,Europe,0,0,1,0,0
01f0k6s82,Americas,0,0,1,0,0
01f0pjz75,Africa,0,0,1,0,0
01f0prq08,Europe,0,0,1,0,0
01f0q1x96,Americas,0,0,1,0,0
01f0rgv52,Asia,0,0,1,0,0
01f0syq13,Americas,0,0,1,0,1
01f0vkh84,Americas,0,0,1,0,0
01f10xn48,Asia,0,0,1,0,0
01f15r266,Asia,0,0,1,0,0
01f18s848,Americas,0,0,1,0,0
01f19gv14,Americas,0,0,1,0,0
01f1amm71,Europe,0,0,1,0,1
01f1fsr30,Asia,0,0,1,0,0
01f1ses45,Europe,0,0,1,0,1
01f1vfy95,Europe,0,0,1,0,0
01f233332,Americas,0,0,1,0,0
01f29ny64,Asia,0,0,1,0,0
01f2grr18,Europe,0,0,1,0,0
01f2gxt17,Americas,0,0,1,0,0
01f2hnj65,Americas,0,0,1,0,0
01f2jad04,Europe,0,0,1,0,0
01f2n9041,Americas,0,0,1,0,0
01f30wv40,Europe,0,0,1,0,0
01f390f45,Asia,0,0,1,0,0
01f3a0g74,Americas,0,0,1,0,0
01f3b0g09,Europe,0,0,1,0,0
01f3bhg26,Europe,0,0,1,0,0
01f3dz928,Americas,0,0,1,0,0
01f3h2833,Americas,0,0,1,0,0
01f3njc68,Europe,0,0,1,0,0
01f3q9353,Americas,0,0,1,0,0
01f3z1j62,Americas,0,0,1,0,0
01f42q428,Americas,0,0,1,0,0
01f4dr878,Europe,0,0,1,0,0
01f4k3b46,Asia,0,0,1,0,0
01f4y0525,Asia,0,0,1,0,0
01f51gm92,Asia,0,0,1,0,0
01f5b8367,Europe,0,0,1,0,0
01f5p1809,Asia,0,0,1,0,0
01f5p8b07,Europe,0,0,1,0,0
01f5rdf64,Asia,0,0,1,0,1
01f5tnx94,Europe,0,0,1,0,0
01f5wp925,Europe,0,0,1,0,1
01f5ytq51,Americas,1,1,1,1,0
01f60xs15,Asia,0,0,1,0,0
01f677e56,Europe,0,0,1,0,0
01f67ew21,Europe,0,0,1,0,0
01f6jys10,Americas,0,0,1,0,0
01f6r4445,Europe,0,0,1,0,0
01f6t6q54,Asia,0,0,1,0,0
01f74qr97,Asia,0,0,1,0,0
01f74x078,Europe,0,0,1,0,0
01f77gp95,Asia,0,0,1,0,0
01f78dm33,Africa,0,0,1,0,0
01f7a6m90,Europe,0,0,1,0,0
01f7bcy98,Europe,0,0,1,0,0
01f7dp456,Asia,0,0,1,0,0
01f7yer47,Asia,0,0,1,0,1
01f80g185,Europe,0,0,1,0,0
01f8c3y78,Americas,0,0,1,0,0
01f8jdn16,Europe,0,0,1,0,0
01f8qvj05,Asia,0,0,1,0,1
01f8qyw75,Asia,0,0,1,0,0
01f8v1064,Americas,0,0,1,0,0
01f8vhd41,Americas,0,0,1,0,0
01f8zms39,Asia,0,0,1,0,0
01f97j659,Asia,0,0,1,0,0
01f9fz831,Europe,0,0,1,0,0
01fa85441,Europe,0,0,1,0,0
01faaaf77,Europe,1,1,1,1,0
01fafm680,Asia,0,0,1,0,0
01fafrd63,Europe,0,0,1,0,0
01fah6g03,Europe,0,0,1,0,0
01famp260,Europe,0,0,1,0,0
01fapfv42,Europe,0,0,1,0,0
01faqv652,Europe,0,0,1,0,0
01favr389,Europe,0,0,1,0,1
01faxnv78,Europe,0,0,1,0,0
01fazs130,Americas,0,0,1,0,0
01fba6t94,Europe,0,0,1,0,0
01fbc7819,Europe,0,0,1,0,0
01fbde567,Europe,0,0,1,0,0
01fbdn283,Americas,0,0,1,0,0
01fbet514,Americas,0,0,1,0,0
01fbgjv04,Asia,0,0,1,0,1
01fbjr446,Europe,0,0,1,0,0
01fbwnx94,Americas,0,0,1,0,0
01fbz6h17,Americas,0,0,1,0,1
01fc2rf40,Europe,0,0,1,0,0
01fc5yc54,Asia,0,0,1,0,0
01fcbp662,Europe,0,0,1,0,0
01fcjzv38,Americas,0,0,1,0,0
01fcvkv23,Asia,0,0,1,0,0
01fcvr303,Asia,0,0,1,0,0
01fcxf261,Oceania,0,0,1,0,0
01fczmh85,Asia,0,0,1,0,0
01fd10471,Europe,0,0,1,0,0
01fd1kv21,Asia,0,0,1,0,0
01fd5y629,Asia,0,0,1,0,0
01fd86n56,Asia,0,0,1,0,1
01fd8g905,Americas,0,0,1,0,0
01fd98w69,Americas,0,0,1,0,0
01fddvx19,Europe,0,0,1,0,0
01fdfdf14,Americas,0,0,1,0,0
01fdhar48,Asia,0,0,1,0,0
01fdhpk75,Americas,0,0,1,0,1
01fdhrh83,Africa,0,0,1,0,0
01fdnyw87,Asia,0,0,1,0,0
01fdvj254,Europe,0,0,1,0,0
01fdxwh83,Europe,0,0,1,1,0
01fe0jt45,Europe,0,0,1,0,0
01fe6f215,Asia,0,0,1,0,0
01fe6wg83,Europe,0,0,1,0,0
01fe8k477,Europe,0,0,1,0,0
01fejj311,Europe,0,0,1,0,0
01fem2359,Americas,0,0,1,0,0
01fen8d67,Europe,0,0,1,0,0
01fepwa31,Europe,0,0,1,0,0
01few5909,Europe,0,0,1,0,0
01ff05746,Europe,0,0,1,0,0
01ff0t864,Americas,0,0,1,0,0
01ff1ev27,Africa,0,0,1,0,0
01ff5td15,Americas,0,0,1,0,0
01ff74m36,Asia,0,0,1,0,1
01ffb7n67,Europe,0,0,1,0,0
01ffek432,Asia,0,0,1,0,0
01ffhnr70,Europe,0,0,1,0,0
01ffjs081,Europe,0,0,1,0,0
01ffqaw45,Europe,0,0,1,0,0
01ffr8256,Americas,0,0,1,0,0
01fftxe08,Europe,0,0,1,0,0
01fg1c160,Americas,0,0,1,0,0
01fgkdh07,Asia,0,0,1,0,0
01fgmnw14,Europe,0,0,1,0,0
01fgq8278,Europe,0,0,1,0,0
01fgscm92,Americas,0,0,1,0,0
01fgwy751,Europe,0,0,1,0,0
01fh23w56,Americas,0,0,1,0,0
01fh86n78,Americas,1,1,1,1,0
01fh9k283,Europe,0,0,1,0,0
01fh9nm31,Asia,0,0,1,0,0
01fha7a79,Americas,0,0,1,0,0
01fhm1y42,Americas,0,0,1,0,0
01fhw0y06,Asia,0,0,1,0,0
01fhw6296,Asia,0,0,1,0,0
01fj5gf64,Asia,0,0,1,0,0
01fjcgc06,Americas,0,0,1,0,0
01fjdq469,Europe,0,0,1,0,0
01fjkp854,Asia,0,0,1,0,0
01fjnma13,Americas,0,0,1,0,0
01fjw1d15,Europe,0,0,1,0,0
01fk4js58,Americas,0,0,1,0,0
01fk80534,Americas,0,0,1,0,0
01fkbmk11,Europe,0,0,1,0,0
01fksx040,Europe,0,0,1,0,0
01fkvbf41,Americas,0,0,1,0,0
01fkw3y20,Oceania,0,0,1,0,0
01fkzt617,Europe,0,0,1,0,0
01fm2fv39,Europe,0,0,1,0,0
01fm69p79,Europe,0,0,1,0,0
01fm87m50,Asia,0,0,1,0,1
01fmc2233,Asia,0,0,1,0,1
01fmctt82,Europe,0,0,1,0,0
01fmdar07,Europe,0,0,1,0,0
01fmhrb91,Americas,0,0,1,0,0
01fmtas32,Asia,0,0,1,0,0
01fmwcn13,Americas,0,0,1,0,1
01fmwwp26,Asia,0,0,1,0,1
01fmz4h16,Asia,0,0,1,0,0
01fmz7t89,Europe,0,0,1,0,0
01fn48q65,Europe,0,0,1,0,0
01fn7me06,Europe,0,0,1,0,0
01fn7y155,Europe,0,0,1,0,0
01fnz6z30,Asia,0,0,1,0,0
01fp77380,Asia,0,0,1,0,0
01fp7rv25,Europe,0,0,1,0,0
01fp8z436,Americas,0,0,1,0,0
01fp9aw72,Europe,0,0,1,0,0
01fpczx89,Americas,0,0,1,0,1
01fphh031,Europe,0,0,1,0,0
01fpjqs91,Americas,0,0,1,0,0
01fpkt395,Europe,0,0,1,0,0
01fpnj063,Asia,1,1,1,1,1
01fpqqe90,Europe,0,0,1,0,0
01fptm710,Americas,0,0,1,0,0
01fpz6759,Europe,0,0,1,0,0
01fq24p11,Europe,0,0,1,0,0
01fq70c03,Americas,0,0,1,0,0
01fqg5k81,Americas,0,0,1,0,0
01fqgdy56,Europe,0,0,1,0,0
01fqhas03,Asia,0,0,1,1,0
01fqmah26,Asia,0,0,1,0,0
01fqnwx40,Asia,0,0,1,0,0
01fqrb109,Asia,0,0,1,0,0
01fqrjt38,Europe,0,0,1,0,0
01fqs5523,Americas,0,0,1,0,0
01fqx5d30,Americas,0,0,1,0,0
01fr0xp26,Asia,0,0,1,0,0
01fr19c68,Asia,0,0,1,0,0
01fr2g046,Americas,0,0,1,0,0
01fr3sh36,Americas,0,0,1,0,0
01fr7xq53,Americas,0,0,1,0,0
01frfsg35,Europe,0,0,1,0,0
01frn9647,Europe,0,0,1,1,0
01frp7483,Asia,0,0,1,0,1
01frxsf98,Americas,0,0,1,0,0
01fryje29,Americas,0,0,1,0,0
01fsf9j67,Europe,0,0,1,0,0
01fsptq02,Europe,0,0,1,0,0
01fsqmr25,Americas,0,0,1,0,0
01fsqt491,Africa,0,0,1,0,0
01ft2as73,Asia,0,0,1,0,0
01ft5dd14,Asia,0,0,1,0,0
01ft5vz71,Asia,1,1,1,0,1
01ft76595,Asia,0,0,1,0,0
01ft7jz29,Americas,0,0,1,0,0
01ftbgh03,Americas,0,0,1,0,0
01ftfrf48,Europe,0,0,1,0,0
01ftg8r37,Americas,0,0,1,0,0
01ftjhs10,Europe,0,0,1,0,0
01ftkxq60,Americas,0,0,1,0,0
01ftvnv05,Oceania,0,0,1,0,0
01fv1ds98,Asia,0,0,1,1,0
01fv25t22,Europe,0,0,1,0,0
01fv2q409,Europe,0,0,1,0,0
01fv5sp53,Asia,0,0,1,0,0
01fv8ny24,Africa,0,0,1,0,0
01fva0642,Asia,0,0,1,0,0
01fvbaw18,Europe,1,1,1,1,1
01fvf0d84,Asia,0,0,1,0,0
01fvmtt37,Europe,0,0,1,0,1
01fvnb423,Asia,0,0,1,0,0
01fvvak72,Europe,0,0,1,0,0
01fvx3s14,Europe,0,0,1,0,0
01fw4cw44,Europe,0,0,1,0,0
01fw8ag12,Americas,0,0,1,0,0
01fwksc03,Asia,0,0,1,0,0
01fwrsq33,Americas,0,0,1,0,1
01fwt2b13,Asia,0,0,1,0,0
01fx1d378,Europe,0,0,1,0,0
01fx4eg39,Asia,0,0,1,0,0
01fx4ky02,Europe,0,0,1,0,0
01fxdkm29,Asia,0,0,1,0,1
01fxqdx25,Americas,0,0,1,0,0
01fxqs415,Asia,0,0,1,0,0
01fxrnx65,Africa,0,0,1,0,0
01fxs2165,Europe,0,0,1,0,0
01fxzb657,Europe,0,0,1,0,0
01fy15230,Americas,0,0,1,0,0
01fy5k372,Africa,0,0,1,0,0
01fy9e204,Europe,0,0,1,0,0
01fyfmc75,Americas,0,0,1,0,0
01fyk0v41,Asia,0,0,1,0,0
01fykd523,Oceania,0,0,1,0,0
01fykh430,Americas,0,0,1,0,0
01fyqq855,Europe,0,0,1,0,0
01fyxr563,Asia,0,0,1,0,0
01fz2q334,Asia,0,0,1,0,0
01fz30h98,Americas,0,0,1,0,0
01fz7mn40,Europe,0,0,1,0,0
01fz81h65,Europe,0,0,1,0,0
01fz8x241,Americas,0,0,1,0,0
01fzm0693,Americas,0,0,1,0,1
01fzsd381,Europe,0,0,1,0,0
01fztcv40,Africa,0,0,1,0,0
01fzw3g31,Asia,0,0,1,0,0
01g087661,Europe,0,0,1,0,0
01g08q774,Asia,0,0,1,0,0
01g09cg68,Americas,0,0,1,0,0
01g09ef73,Europe,0,0,1,0,0
01g0b5g28,Americas,0,0,1,0,0
01g0gmx67,Asia,0,0,1,0,0
01g0hty05,Europe,0,0,1,0,0
01g0jwx42,Americas,0,0,1,0,0
01g0jya04,Asia,0,0,1,0,0
01g0kzv83,Europe,0,0,1,0,0
01g0n8690,Europe,0,0,1,0,0
01g0ns998,Americas,0,0,1,0,0
01g0pjd14,Europe,0,0,1,0,0
01g0q1j14,Americas,0,0,1,0,0
01g0sat63,Asia,0,0,1,0,0
01g140v14,Asia,0,0,1,0,0
01g14tq52,Asia,0,0,1,0,0
01g171x08,Asia,0,0,1,0,0
01g1che35,Americas,0,0,1,0,0
01g1pe685,Europe,0,0,1,0,0
01g1qg816,Americas,0,0,1,0,0
01g1t6g78,Americas,0,0,1,0,0
01g1xae87,Americas,0,0,1,0,0
01g1ykj19,Africa,0,0,1,0,0
01g21pa45,Europe,0,0,1,0,0
01g246z62,Europe,0,0,1,0,0
01g25jp36,Europe,0,0,1,0,1
01g2fkx45,Europe,0,0,1,0,0
01g2vd413,Asia,0,0,1,0,0
01g2xkw11,Europe,0,0,1,0,0
01g312x22,Europe,0,0,1,0,0
01g325629,Americas,0,0,1,0,0
01g37t325,Africa,0,0,1,0,0
01g3a5n46,Europe,0,0,1,0,0
01g3dya06,Africa,0,0,1,0,0
01g3gak55,Europe,0,0,1,0,0
01g3mb532,Europe,0,0,1,0,1
01g3pby21,Asia,0,0,1,0,0
01g454487,Africa,0,0,1,0,0
01g48s022,Europe,0,0,1,0,0
01g4a4162,Americas,0,0,1,0,0
01g4c0s50,Americas,0,0,1,0,0
01g4ecg56,Asia,0,0,1,0,0
01g4j3g78,Europe,0,0,1,0,0
01g4jev56,Europe,0,0,1,0,0
01g4rg913,Asia,0,0,1,0,0
01g4se167,Asia,0,0,1,0,0
01g4vtd10,Asia,0,0,1,0,0
01g4z8x72,Asia,0,0,1,0,0
01g53at17,Asia,0,0,1,0,0
01g53pj53,Americas,0,0,1,0,0
01g53qc72,Asia,0,0,1,0,0
01g571893,Europe,0,0,1,0,0
01g5hc933,Oceania,0,0,1,0,0
01g5kcp58,Americas,0,0,1,0,0
01g5pq328,Europe,0,0,1,0,0
01g5qva43,Americas,0,0,1,0,0
01g5skz36,Africa,0,0,1,0,0
01g5y5k24,Asia,0,0,1,0,1
